index,title,listed_in,userId,score,movieId
11244,star trek iv: the voyage home,"action, adventure, family",251,3.0,hs127
11245,star trek v: the final frontier,"action, adventure, family",443,4.0,hs128
11246,star trek vi: the undiscovered country,"action, adventure, family",166,4.0,hs129
11247,star trek viii: first contact,"action, adventure, family",398,2.5,hs130
11248,star trek: generations,"action, adventure, family",229,3.0,hs131
11249,star trek: insurrection,"action, adventure, family",23,4.0,hs132
11250,star trek: nemesis,"action, adventure, science fiction",124,4.0,hs133
11251,star trek: the motion picture,"action, adventure, family",47,4.0,hs134
11252,station 19,"action, drama",47,4.0,hs135
11253,sweet home alabama,"comedy, romance",204,2.0,hs136
11254,sweet land,"drama, romance",173,5.0,hs137
11255,the extreme adventures of super dave,comedy,165,2.0,hs138
11256,the holiday,"comedy, drama, romance",332,4.5,hs139
11257,the hunger games,"action, adventure, science fiction",280,4.0,hs140
11258,the hunger games: catching fire,"action, adventure, science fiction",231,4.0,hs141
11259,"the hunger games: mockingjay, part 1","action, adventure, science fiction",325,5.0,hs142
11260,"the hunger games: mockingjay, part 2","action, adventure, family",40,4.0,hs143
11261,the mask of zorro,"action, adventure",201,4.5,hs144
11262,the o.c.,"drama, teen",125,5.0,hs145
11263,the perfect holiday,"comedy, drama, family",24,4.0,hs146
11264,the recruit,"action, thriller",234,4.0,hs147
11265,the rocky horror picture show,"comedy, music",105,3.5,hs148
11266,the saint,"action, adventure, drama",340,4.0,hs149
11267,the spy who loved me,"action, adventure",132,3.0,hs150
11268,the taking of pelham 1 2 3,"action, adventure, black stories",24,4.0,hs151
11269,the untouchables,"classics, crime, drama",150,3.0,hs152
11270,the village,"horror, thriller",755,3.0,hs153
11271,the vow,"drama, romance",330,2.0,hs154
11272,theater of blood,"comedy, horror, news",100,3.0,hs155
11273,total recall,"action, adventure, science fiction",158,4.0,hs156
11274,unforgettable,"drama, thriller",391,3.0,hs157
11275,victor frankenstein,"drama, horror",60,4.0,hs158
11276,waitress,"comedy, drama, romance",359,1.0,hs159
11277,when a man loves a woman,"drama, romance",120,3.0,hs160
11278,within,"horror, thriller",368,3.5,hs161
11279,wolves at the door,"drama, horror, thriller",225,5.0,hs162
11280,wrong turn 2: dead end,"drama, horror, thriller",75,5.0,hs163
11281,american dad!,"adult animation, comedy, sitcom",251,1.0,hs164
11282,buzzfeed unsolved: true crime,"crime, mystery",231,2.5,hs165
11283,entre hombres,"action, adventure, drama",82,4.0,hs166
11284,l.a. rams cheerleaders: making the squad,news,80,4.0,hs167
11285,true crime: the murder of monica leech,"crime, documentaries",187,4.0,hs168
11286,minor premise,"science fiction, thriller",574,3.5,hs169
11287,year of extremes,news,236,3.0,hs170
11288,9-1-1,drama,398,4.0,hs171
11289,felix and the hidden treasure,"adventure, comedy, kids",160,4.0,hs172
11290,wild crime,documentaries,582,3.5,hs173
11291,bob's burgers,"adult animation, comedy, sitcom",229,2.0,hs174
11292,family guy,"adult animation, comedy, sitcom",120,4.5,hs175
11293,nuclear family,"documentaries, lgbtq+",132,4.0,hs176
11294,the great north,"adult animation, comedy, sitcom",68,4.0,hs177
11295,the rookie,"crime, drama",427,3.5,hs178
11296,the simpsons,"adult animation, comedy, sitcom",392,5.0,hs179
11297,bmf,"crime, drama",89,4.0,hs180
11298,sec storied,"documentaries, sports",125,4.0,hs181
11299,gemini,"drama, horror, mystery",453,3.0,hs182
11300,law & order: special victims unit,"crime, drama, mystery",346,3.0,hs183
11301,the eric andre show,comedy,461,4.0,hs184
11302,this world alone,"drama, science fiction",459,3.5,hs185
11303,trolls: trollstopía,"kids, latino",76,0.5,hs186
11304,alter ego,"music, reality",119,4.0,hs187
11305,el árbol familiar de los croods,"action, adventure, family",736,2.5,hs188
11306,funhouse,horror,557,4.0,hs189
11307,home economics,"comedy, sitcom",139,5.0,hs190
11308,the conners,"comedy, sitcom",359,3.0,hs191
11309,the croods: family tree,"adventure, family, kids",34,4.5,hs192
11310,the goldbergs,"comedy, family, sitcom",778,4.0,hs193
11311,the masked singer,"comedy, music, reality",625,4.0,hs194
11312,the wonder years,"comedy, sitcom",41,4.5,hs195
11313,gma3: what you need to know,"health & wellness, news",158,4.0,hs196
11314,dancing with the stars,"family, lifestyle & culture, reality",322,5.0,hs197
11315,jimmy kimmel live,"comedy, late night",458,1.0,hs198
11316,late night with seth meyers,"comedy, late night",123,5.0,hs199
11317,the tonight show starring jimmy fallon,"comedy, late night",37,3.0,hs200
11318,will & grace,"comedy, lgbtq+, sitcom",29,5.0,hs201
11319,grown ups,comedy,125,4.0,hs202
11320,mom,"comedy, sitcom",37,4.0,hs203
11321,to tell the truth,"comedy, reality",506,2.0,hs204
11322,ufc embedded,"documentaries, sports",24,2.0,hs205
11323,america strong,news,342,3.0,hs206
11324,dark side of football,"crime, documentaries, sports",184,5.0,hs207
11325,women's college hockey,sports,74,3.0,hs208
11326,madagascar: algo salvaje,"action, adventure, family",156,3.0,hs209
11327,soul of a nation presents: corazón de américa -- celebrating hispanic culture,documentaries,23,3.0,hs210
11328,divorce court,reality,404,4.0,hs211
11329,on chesil beach,"cooking & food, drama, lifestyle & culture",8,4.0,hs212
11330,riders of justice,"action, comedy, thriller",181,3.0,hs213
11331,stalker,"horror, thriller",46,3.0,hs214
11332,all about nina,"comedy, drama",115,5.0,hs215
11333,chuck's world,"cooking & food, lifestyle & culture",56,4.0,hs216
11334,dark side of the ring,"documentaries, drama, sports",271,3.0,hs217
11335,"gilberto santa rosa, 40…y contando","documentaries, latino, music",117,2.0,hs218
11336,hitman: agent 47,"action, adventure, crime",11,3.5,hs219
11337,joseph: king of dreams,"drama, kids",834,3.5,hs220
11338,killer cases,crime,483,4.5,hs221
11339,level playing field,documentaries,46,4.0,hs222
11340,los croods 2: una nueva era,"family, latino",30,3.0,hs223
11341,"love, simon","comedy, drama, lgbtq+",362,4.0,hs224
11342,maze runner: the death cure,"action, adventure, science fiction",308,2.0,hs225
11343,"santana - corazón: live from mexico, live it to believe it","documentaries, international, latino",174,4.0,hs226
11344,thalía 'viva tour' (en vivo),"documentaries, international, latino",46,3.0,hs227
11345,the king stays king,"documentaries, international, latino",533,4.0,hs228
11346,"yandel: legacy, de lider a leyenda tour","documentaries, international, latino",719,2.0,hs229
11347,the big leap,"comedy, drama",551,4.0,hs230
11348,colette,"drama, history",799,5.0,hs231
11349,john bronco rides again,comedy,24,3.0,hs232
11350,y: the last man,"drama, science fiction",931,4.5,hs233
11351,fruits basket (2019),"anime, comedy, drama",952,4.0,hs234
11352,high ground,"action, adventure, drama",332,1.5,hs235
11353,detainee 001,documentaries,33,4.0,hs236
11354,holey moley,"game shows, reality",30,4.0,hs237
11355,project bakeover,"cooking & food, lifestyle & culture, reality",201,4.0,hs238
11356,salvage kings,reality,611,4.0,hs239
11357,transporter 3,"action, adventure",445,3.0,hs240
11358,worst to first,"lifestyle & culture, reality",193,4.0,hs241
11359,more than an athlete,"documentaries, reality",49,5.0,hs242
11360,our time: ucf football,"documentaries, sports",215,3.5,hs243
11361,women of 9/11: a special edition of 20/20 with robin roberts,news,107,4.0,hs244
11362,la la land,"comedy, drama, music",49,4.5,hs245
11363,wu-tang: an american saga,"black stories, drama",64,3.0,hs246
11364,9/11 20 years later: women of resilience,news,98,4.0,hs247
11365,9/11 twenty years later: the longest shadow,news,191,3.0,hs248
11366,dish nation,comedy,533,2.0,hs249
11367,logan,"action, drama, science fiction",559,4.0,hs250
11368,sportscenter,sports,229,1.0,hs251
11369,eyewitness to 9/11: behind the lens,documentaries,384,4.0,hs252
11370,men's college water polo,sports,737,5.0,hs253
11371,bolden,"drama, history, music",751,2.5,hs254
11372,cma summer jam,music,392,4.0,hs255
11373,the d'amelio show,documentaries,392,3.0,hs256
11374,undine,"drama, romance",217,2.5,hs257
11375,about endlessness,drama,120,2.5,hs258
11376,death in texas,"action, thriller",353,4.5,hs259
11377,locked up abroad,documentaries,46,4.0,hs260
11378,made by her: monumental women,cartoons,150,3.0,hs261
11379,smu football: the hilltop,sports,193,4.0,hs262
11380,the unthinkable,"action, thriller",271,2.0,hs263
11381,trolls: trollstopia,"family, kids",426,5.0,hs264
11382,blue city,"action, adventure, horror",150,2.0,hs265
11383,cold creek manor,"drama, thriller",436,2.5,hs266
11384,crazy heart,"drama, music, romance",353,2.0,hs267
11385,edward scissorhands,"comedy, drama, romance",390,4.0,hs268
11386,el dorado,"action, adventure",53,4.0,hs269
11387,election,comedy,201,4.0,hs270
11388,eli’s places,sports,142,3.0,hs271
11389,free willy,"drama, family, kids",37,3.0,hs272
11390,free willy 2: the adventure home,"drama, family, kids",74,3.0,hs273
11391,free willy 3: the rescue,"action, adventure, family",150,4.0,hs274
11392,free willy: escape from pirate's cove,"adventure, kids",229,3.0,hs275
11393,"friday the 13th, part iii","horror, thriller",53,5.0,hs276
11394,friday the 13th: the final chapter,"action, adventure, horror",187,4.5,hs277
11395,gattaca,"drama, science fiction, thriller",206,4.5,hs278
11396,girls! girls! girls!,"comedy, music",79,3.5,hs279
11397,hoosiers,"drama, sports",332,4.0,hs280
11398,i spit on your grave,horror,568,3.5,hs281
11399,i spit on your grave 2,horror,12,5.0,hs282
11400,i spit on your grave 3,horror,289,5.0,hs283
11401,internal affairs,"action, adventure, crime",235,4.0,hs284
11402,kiss the girls,"black stories, crime, drama",832,5.0,hs285
11403,mclintock! (producer's cut),"action, adventure, comedy",971,5.0,hs286
11404,miss you already,"drama, romance",191,3.0,hs287
11405,mommy,"drama, international",483,3.0,hs288
11406,much ado about nothing,"comedy, drama, romance",544,3.0,hs289
11407,new year's eve,"comedy, drama, romance",886,4.0,hs290
11408,phase iv,"horror, science fiction, thriller",56,4.0,hs291
11409,priest,"action, adventure, horror",47,3.0,hs292
11410,pro14 rugby,sports,79,4.0,hs293
11411,road to perdition,"crime, drama",334,4.0,hs294
11412,shaun the sheep movie,"adventure, comedy, family",330,2.5,hs295
11413,slumdog millionaire,"drama, international, romance",191,4.0,hs296
11414,solace,"drama, horror, mystery",359,4.0,hs297
11415,stephen king's it,"drama, horror, mystery",120,4.5,hs298
11416,sucker punch,"action, adventure, science fiction",30,4.0,hs299
11417,tears of the sun,"action, drama, thriller",804,3.5,hs300
11418,that one word: feyenoord,sports,429,2.0,hs301
11419,the apparition,horror,661,3.0,hs302
11420,the glass house,"drama, horror, thriller",12,2.0,hs303
11421,the interview,comedy,160,4.0,hs304
11422,the last castle,"action, adventure, drama",98,2.0,hs305
11423,the manchurian candidate,"drama, mystery, science fiction",49,4.0,hs306
11424,the mexican,"action, adventure, comedy",191,5.0,hs307
11425,the possession,"horror, thriller",513,4.5,hs308
11426,the tenant,"drama, horror",229,3.0,hs309
11427,the wedding plan,"comedy, drama, romance",398,2.0,hs310
11428,the x-files: fight the future,"horror, science fiction, thriller",392,5.0,hs311
11429,vantage point,"action, adventure, drama",73,4.0,hs312
11430,volcano,"action, adventure, drama",236,5.0,hs313
11431,"final hours, america’s longest war",documentaries,62,4.5,hs314
11432,only murders in the building,"comedy, mystery",468,2.5,hs315
11433,9/11: one day in america,"documentaries, news",188,2.0,hs316
11434,are you the one? el match perfecto,"latino, reality",166,4.0,hs317
11435,catfish colombia,reality,559,4.0,hs318
11436,drunk history argentina,"comedy, latino",544,3.5,hs319
11437,spell,"horror, thriller",15,5.0,hs320
11438,super shore,"international, latino, reality",131,5.0,hs321
11439,trigger point,"action, thriller",231,3.5,hs322
11440,wipeout,"action, adventure, family",308,4.0,hs323
11441,earth odyssey with dylan dreyer,lifestyle & culture,8,1.0,hs324
11442,horizon line,thriller,222,4.0,hs325
11443,four good days,drama,193,4.0,hs326
11444,chaos walking,"adventure, science fiction",1,4.0,hs327
11445,college field hockey,sports,352,5.0,hs328
11446,in the earth,"horror, thriller",51,4.5,hs329
11447,american horror story,"drama, horror",53,4.5,hs330
11448,archer,"action, adult animation, adventure",56,5.0,hs331
11449,disobedience,"drama, lgbtq+, romance",559,3.5,hs332
11450,feral state,thriller,881,3.5,hs333
11451,love and monsters,"adventure, comedy",30,3.0,hs334
11452,comedy central presenta,"comedy, latino",106,2.5,hs335
11453,la culpa es de colón,"comedy, latino",741,4.0,hs336
11454,la culpa es de colón: edición mujeres,"comedy, latino",80,4.0,hs337
11455,la culpa es de cortés: edición mujeres,"comedy, latino",1239,3.0,hs338
11456,la culpa es de llorente,"comedy, latino",429,3.0,hs339
11457,the ultimate surfer,"reality, sports",151,3.5,hs340
11458,nyc epicenters 9/11→2021½,documentaries,386,2.0,hs341
11459,the unusual suspects,"crime, drama",120,3.5,hs342
11460,celebrity wife swap,reality,231,2.5,hs343
11461,gossip,documentaries,415,5.0,hs344
11462,the tick,"action, adventure, family",231,4.0,hs345
11463,wife swap,"documentaries, reality",181,3.0,hs346
11464,we broke up,"comedy, romance",27,4.5,hs347
11465,blast beat,drama,74,4.0,hs348
11466,bettor days,"documentaries, sports",65,4.0,hs349
11467,unsane,"horror, thriller",166,2.0,hs350
11468,bachelor in paradise,"reality, romance",611,3.0,hs351
11469,men's college soccer,sports,229,2.0,hs352
11470,heels,"drama, sports",109,3.5,hs353
11471,the hate u give,"black stories, drama",229,1.0,hs354
11472,army wives,drama,24,2.0,hs355
11473,eredivisie soccer,sports,658,3.0,hs356
11474,women's college volleyball,sports,4,4.0,hs357
11475,brooklyn nine-nine,"comedy, sitcom",166,2.5,hs358
11476,dream corp llc,"comedy, sitcom",4,3.0,hs359
11477,the emoji story,documentaries,835,4.0,hs360
11478,the real housewives of salt lake city,reality,246,3.5,hs361
11479,"heartbreak hotel: flight 800, 25 years later",documentaries,41,5.0,hs362
11480,held,"horror, mystery, thriller",359,4.0,hs363
11481,homeroom,"black stories, documentaries",114,4.0,hs364
11482,queen sugar,"black stories, drama",337,3.0,hs365
11483,superstar,documentaries,543,4.5,hs366
11484,the force,documentaries,354,5.0,hs367
11485,the virtuoso,"horror, thriller",12,4.0,hs368
11486,the waiting room,"documentaries, drama",195,5.0,hs369
11487,fantasy island,drama,191,3.0,hs370
11488,secrets of the morgue,"crime, documentaries",661,4.0,hs371
